,ID,DATAEN,TYPE,ISSUES,GROUPID,IDEngineTakts,ProdPhase,IDLTA,IDProject,MGMT,REPETITIVE,CLOSING_DATE,Deleted,WorkedTime,IDEnginePL,IDSUBASSEMBLYACTIVITY,EBID.ID,IDISSUE,dataupdate,CAUSES,SOLUTIONS,IDResponsible,DUEDATE,STATUS_P,STATUS_D,STATUS_C,STATUS_A,LONG_TERM_ACTION,IDDevice,ExpirationDate,OriginDept,QT,ChargedDepartment,CauseDeptGeneric,EBIDT.ID,TRISGroup,OrderGroup,IssueOrder,Location,System,Cause,TRType,IssueType,EBIDT.ChargedDepartment,VerificationResponsible,PictureBefore,PictureAfter,Status,StatusNote,InternalNotes,QuantityFactor,TimeFactor,RiskFactor,Component,IssueSubType,DateClosureAgreed,DateClosureConfirmed,IssueSubSubType,ClosedAccepted,ClosurePhotoNeeded,ShipyardCheck,CommentNotCA,QT09,VOR,ImplementationNote,MeasureTaken,CauseDepartment,QTChecked,QTDeviceID,UpdateNumber,ResolutionOrder,ItemLongText,TaskLongText,TaskOwner,TaskOwnerSAP,DATA,PP,RESPONSIBLE,Magnitude,EngineNr,IDEngineProduction,TAKT_Nr,Activity_Nr,EngineType
5906,7135,2019-01-10,R2,NON SI POSSONO MONTARE LE VITI M10*35(ITEM 27 DEL DIS. PAAR107186.,3.0,108183.0,,,574.0,0,0,2019-01-14,0,0.0,,,25535,7135,2019-01-14 08:56:49,"SONO TROPPO CORTE,ABBIAMO MONTATO LE M10*45.(PAAC000462)","AVVISATO IL COLLAUDO SIG. DESTRADI .  IL SIGNOR ARTES HA CONFERMATO IL TUTTO CON UNA MAIL..

V2- 6031464 ",781.0,U,1,1,1,1,0,69.0,,,,PME Design,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/01/2019,HP, Tiberio,,15.MA0310071 SP/02658.1.S.FS1-P122 MW 713,1754.0,17,4,W16V46F
5907,7136,2019-01-10,L4,MANCA LA FUSIONE PARTENZA PILOTINE 0021E012900 E GLI ALTRI PARTICOLARI CORRELATI.,3.0,108184.0,,,,0,0,2019-01-11,0,0.0,,,25392,7136,2019-01-11 09:47:45,CONFIGURATO IN ATK2.,"IL TEAM LEADER DEVE ANDARE IN MAGAZZINO DA PETRONIO E PRENDERSI I PARTICOLARI ,MANCANTI, NECESSARI PER POTER MONTARE IL SERVIZIO.",,D,1,1,1,1,0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/01/2019,HP, ,,15.MA0310071 SP/02658.1.S.FS1-P122 MW 713,1754.0,17,5,W16V46F
5908,7137,2019-01-10,L4,TUBO OLIO PAAR028359 MANCANTE(for vic).,3.0,108182.0,,,,0,0,2019-05-13,0,0.0,,,33937,7137,2019-05-13 16:04:03,Smarrimento,"materiale a stk da verificare con logistica 
Controllare a magazzino: controllato giacenza a posto
eseguire smarrimento del tubo che non si trova",,D,1,1,1,1,0,12.0,,,,,Assembly (HP/MA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/01/2019,HP, ,,15.MA0310071 SP/02658.1.S.FS1-P122 MW 713,1754.0,17,3,W16V46F
5909,7138,2019-01-10,L1,MATERIALE SETTATO IN ATK2,3.0,108186.0,,,,0,1,2019-01-11,0,0.0,,,25391,7138,2019-01-11 09:47:24,ERRORE DI SETTAGGIO,ATTIVO DALLA PROSSIMA COMMESSA FC 14 V46F,785.0,U,1,1,1,1,0,20.0,,,,,Assembly (HP/MA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/01/2019,HP, Turcato,,15.MA0310071 SP/02658.1.S.FS1-P122 MW 713,1754.0,18,1,W16V46F
5910,7139,2019-01-11,T,il serraggio delle viti su questo motore non è fatto. manca l'attrezzatura ancora in manutenzione.,3.0,108349.0,,,,0,0,2019-01-18,0,0.0,,,25810,7139,2019-01-18 09:53:38,mancanza di attrezzatura in quanto è in riparazione,"da eseguire serraggio con attrezzatura del finishing
SERRAGGIO EFFETTUATO  17/01",4.0,U,1,1,1,1,0,20.0,,,,,Assembly (HP/MA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/01/2019,HP, TEAM LEADER,,15.MA0310068 SP/02658.1.S.FS1-P111 MW 713,1767.0,6,3,W12V46F
5911,7140,2019-01-11,R1,il giorno 8/01/2019 il personale del primo turno è stato dirottato sul 16V46F in AA8 per il montaggio del modulo olio,3.0,108991.0,,,,0,0,2019-01-11,0,0.0,,,25373,7140,2019-01-11 08:23:43,,,4.0,D,1,1,1,1,0,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/01/2019,AA, TEAM LEADER,,XAAB338404 SPP/P17029.1.S.FS2-P126 Sumbagut - 2 - WFI,1776.0,1,1,W18V50SG
5912,7141,2019-01-11,L3,NEL PREASSEMBLATO MANCANO VITI M12*85 PAAC001517 E MANCANO ANCHE IN POSTAZIONE,3.0,108176.0,,,,0,0,,0,0.0,,,25501,7141,2019-01-11 16:53:02,SI TROVANO IN MONTAGGIO E MODULI TURBO.,Eseguita richiesta di implementazione in area preassemblaggi. Anche l'area SB ne era rimasta sprovvista.,4.0,U,1,1,1,0,0,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/01/2019,HP, TEAM LEADER,,15.MA0310071 SP/02658.1.S.FS1-P122 MW 713,1754.0,16,6,W16V46F
5913,7142,2019-01-11,L3,MANCANO LE VITI M10*45 PAAC000462.,3.0,108183.0,,,,0,0,2019-01-23,0,0.0,,,26025,7142,2019-01-23 15:24:28,SI TROVANO IN MONTAGGIO O MODULI TURBO.,"DA IMPLEMENTARE IN HP3-4 LINEA 1.
CONTROLLARE BULK SB. L'attività indicata non comprende premontaggi: richiesta quindi l'implementazione di materiale anche in linea HP (23.01.2019)",897.0,U,1,1,1,1,0,119.0,,,,,Assembly (subassembly),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/01/2019,HP, Logistica Bulk/Kanban,,15.MA0310071 SP/02658.1.S.FS1-P122 MW 713,1754.0,17,4,W16V46F
5914,7143,2019-01-11,T,il telecomando della gru si è guastato. motore fermo un ora,3.0,109267.0,,,,0,0,2019-01-14,0,3600.0,,,25551,7143,2019-01-14 09:40:50,GUASTO,,13.0,U,1,1,1,1,0,23.0,,,,,Assembly (HP/MA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/01/2019,HP, MANUTENZIONE,,XAAB338420 SPP/P17029.1.S.FS2-P128 Sumbagut - 2 - WFI,1782.0,5,Q-T,W18V50SG
5915,7157,2019-01-11,R2,SUL DISEGNO PAAR107186 NON SONO STATE SEGNATI I 3 CLAMP PER COMPLETARE IL SERVIZIO.,3.0,108183.0,,,,0,0,2019-02-21,0,0.0,,,28178,7157,2019-02-21 07:28:15,SI TROVANO SU UN'ALTRO DISEGNO VEDI DIS. END-COVER PAAF291854.,AVVISATO IL COLLAUDO SIG. DESTRADI E ARTES : AGGIUNGERANNO UNA NOTA SUL DIS. PAAR107186.,781.0,,1,1,1,1,0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/01/2019,HP, Tiberio,,15.MA0310071 SP/02658.1.S.FS1-P122 MW 713,1754.0,17,4,W16V46F
5916,7158,2019-01-11,L2,Staffa PAAR050000 con forature errate ,5.0,109156.0,,,,0,0,2019-01-24,0,1800.0,,,26208,7158,2019-01-24 12:00:33,errore del fornitore,"portare i 4 fori da M6 a M8 come da disegno
far controllare lo stock a magazzino
Pezzi a magazzino fatti riparare dal sig. Ponzin, non aperta nessuna notifica

- pezzi a magazzino sistemati dal fornitore - ",781.0,S,1,1,1,1,0,87.0,2019-01-11,,,Module Assembly,Fornitore materiale / supplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/01/2019,SC, Tiberio,,15.MA0310071 SP/02658.1.S.FS1-P122 MW 713,1780.0,3,2,W16V46F
5917,7160,2019-01-11,M,IL SERVIZIO NON SI RIESCE A COMPLETARE.,3.0,108183.0,,,,0,0,2019-02-12,0,0.0,,,27509,7160,2019-02-12 13:06:06,MANCANO 2 PASSAPARATIE CHE SONO SU 2 DISEGNI DEL MONTAGGIO.,"* Aspettiamo che passi la commessa MW713 in quanto questo settaggio è appena stato modificato: valutare con commessa successiva *

DA FAR ARRIVARE QUESTI 2 PASSAPARATIE IN HP : DAL DIS.DAAR023803 PRENDERE L'ITEM 23 - PAAC300951 E DAL DISEGNO DAAR023796 PRENDERE L'ITEM 22 - PAAC301355. CONFIGURARE IN HP CON IL SERV. PAAR107186.",785.0,C,1,1,1,1,0,119.0,,,,,Assembly (HP/MA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/01/2019,HP, Turcato,,15.MA0310071 SP/02658.1.S.FS1-P122 MW 713,1754.0,17,4,W16V46F
5918,7161,2019-01-11,L2,IL RACCORDO IN INOX PAAE169383 E' INCOMPLETO.,3.0,108180.0,,,,0,0,2019-02-21,0,0.0,,,28179,7161,2019-02-21 07:28:29,MANCA L'OGIVA CON RELATIVO DADO.,"AVVISATO IL COLLAUDO DESTRADI-ARTES PER FAR SI' CHE CI FORNISCANO L'ITEM COMPLETO.

- riscontrato un problema di anagrafica del materiale, in attesa di risposta su come sistemare il problema - ",781.0,,1,1,1,1,0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/01/2019,HP, Tiberio,,15.MA0310071 SP/02658.1.S.FS1-P122 MW 713,1754.0,17,1,W16V46F
5919,7162,2019-01-11,R2,dovuto tagliare la porta l.o.v. paae087496 interferisce sulla discesa del pilot e discesa gas,3.0,109021.0,,,,0,0,2019-01-21,0,0.0,,,25888,7162,2019-01-21 09:44:00,design error,"modificato cover come da indicazioni della CN-A104687
- aperta QI3115910 - per spesare le attività di modifica delle cover obsolete
lavoro eseguito da Breg
",721.0,U,1,1,1,1,0,27.0,,,,Assembly,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/01/2019,AA, Del Din,,XAAB338404 SPP/P17029.1.S.FS2-P126 Sumbagut - 2 - WFI,1776.0,6,3,W18V50SG
5920,7164,2019-01-11,TR,manca tubisteria aria servizi wastegate,6.0,109494.0,TR,,,0,0,2019-01-14,0,0.0,337.0,,25510,7164,2019-01-14 07:58:54,tubi non montati ,montare tubi mancanti,302.0,,1,1,1,1,0,160.0,,TR,,Module Assembly,,1680.0,337.0,2.0,1.0,TC MODULE,STARTING & INSTRUMENT AIR SYSTEM,Missing component,Missing component,2,,,[],[],,,,1,1.0,1.0,PIPE/CONNECTION CONTROL AIR,0.0,,,,,,,,,,,,Turbine / TB,0.0,,,,,,,,11/01/2019,TR, FARCI/CAZZOLA,1.0,XAAB281387 SPP/P18011.1.S.FS2-P124 Malicounda - IPP 120 MW - WFI,1787.0,2,10,W18V50DF
5921,7165,2019-01-11,R2,CI SONO 2 FORI PASSANTI M4 SUL BRACKET PAAE106921.,3.0,108139.0,,,,0,0,2019-01-15,0,0.0,,,25646,7165,2019-01-15 13:11:15,mancata indicazione di profondità nel disegno delle forature M4,"DA FAR PERVENIRE ANCHE LE 2 VITI M4 PER TAPPARE I FORI.
- aperta V2_6031732 -CN-A111318
- disegno pronto in attesa di approvazione
",781.0,,1,1,1,1,0,69.0,,,,Assembly,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/01/2019,HP, Tiberio,,15.MA0310071 SP/02658.1.S.FS1-P122 MW 713,1754.0,9,3,W16V46F
5922,7166,2019-01-11,TR,Perdita acqua tra testa e camicia cilindro A9,6.0,109501.0,TR,,,0,0,2019-01-14,0,0.0,337.0,,25554,7166,2019-01-14 09:53:03,O-ring danneggiato,Smontare e verificare,717.0,,1,1,1,1,0,160.0,,TR,,Test Run,,1681.0,337.0,2.0,2.0,CYLINDER HEAD,CYLINDER HEAD,Damaged/missing o-ring/gasket,Leakage,2,,,[],[],,,,1,2.0,3.0,GASKET/O-RING,0.0,,,,,,,,,,,,MAIN ASSEMBLY / AA,0.0,,,,,,,,11/01/2019,TR, Maio,6.0,XAAB281387 SPP/P18011.1.S.FS2-P124 Malicounda - IPP 120 MW - WFI,1787.0,2,17,W18V50DF
5923,7168,2019-01-11,L2,INCASTELLATURA CON RUGGINE SUL FILETTO COLONNE,3.0,109775.0,,,,0,1,2019-02-01,0,0.0,,,26722,7168,2019-02-01 16:11:16,i banchie colonne devono per forza venir controllati in hp in quanto il blocco viene consegnato con i cappelli montati. un minimo di pulizia e' previsto anche in HP.,"AVVISATO COLLAUDO-CHIAMATA DITTA X RIPRISTINO
OK INCASTELLATURA ORE 18.30",30.0,U,1,1,1,1,0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/01/2019,HP, Micaz,,15.MA0310070 SP/02658.1.S.FS1-P121 MW 713,1791.0,1,3,W16V46F
5924,7169,2019-01-11,L2,causa del rod 636302301dt307 con filetto sinistro anomalo si riscontra deformazione filetto del part 2  paaf776630 uniboll comp paaf776630,3.0,104708.0,,,,0,0,2019-01-14,0,0.0,,,25537,7169,2019-01-14 08:57:17,filettatura m12 rovinata,"avvisato vezzani     o si trova maschio e filiera sinistra m12 o sostituire particolari non disponibiliparti a stk regolarmente prelevate , da verificare se fare 999",15.0,D,1,1,1,1,0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/01/2019,AA, Cipolat,,XAAA847367 SP/03421.1.S.FS1-P112 FINCANTIERI 6279,1721.0,8,1,W9L38
5925,7170,2019-01-11,L2,causa del rod 636302301dt307 con filetto sinistro anomalo si riscontra deformazione filetto del part 2  paaf776630 uniboll comp paaf776630,3.0,104708.0,,,,0,0,2019-01-14,0,0.0,,,25536,7170,2019-01-14 08:57:05,filettatura m12 rovinata,"avvisato vezzani     o si trova maschio e filiera sinistra m12 o sostituire particolari non disponibili parti a stk regolarmente prelevate , da verificare se fare 999",15.0,D,1,1,1,1,0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/01/2019,AA, Cipolat,,XAAA847367 SP/03421.1.S.FS1-P112 FINCANTIERI 6279,1721.0,8,1,W9L38
5926,7171,2019-01-11,L2,causa del rod 636302301dt307 con filetto sinistro anomalo si riscontra deformazione filetto del part 2  paaf776630 uniboll comp paaf776630,3.0,104708.0,,,,0,0,2019-01-15,0,0.0,,,25627,7171,2019-01-15 09:09:59,filettatura m12 rovinata,avvisato vezzani     o si trova maschio e filiera sinistra m12 o sostituire particolari non disponibili --- MATERIALE RIPARATO INTERNAMENTE E RITIRATO DA BRESSAN (VEZZANI) ---,781.0,U,1,1,1,1,0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/01/2019,AA, Tiberio,,XAAA847367 SP/03421.1.S.FS1-P112 FINCANTIERI 6279,1721.0,8,1,W9L38
5927,7172,2019-01-11,L2,causa del rod 636302301dt307 con filetto sinistro anomalo si riscontra deformazione filetto del part 2  paaf776630 uniboll comp paaf776630,3.0,104708.0,,,,0,0,2019-01-14,0,0.0,,,25533,7172,2019-01-14 08:56:44,filettatura m12 rovinata,"avvisato vezzani     o si trova maschio e filiera sinistra m12 o sostituire particolari non disponibili, parti a stk regolarmente prelevate , da verificare se fare 999",15.0,D,1,1,1,1,0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/01/2019,AA, Cipolat,,XAAA847367 SP/03421.1.S.FS1-P112 FINCANTIERI 6279,1721.0,8,1,W9L38
5928,7174,2019-01-14,L4,"MANCANO 2 OIL PIPE BACKFLUSH
PAAR021153
PAAR021156
",3.0,105844.0,,,,0,0,,0,0.0,,,25608,7174,2019-01-15 08:35:06,,"PAAR021153 stk ok  ; PAAR021156 QM , da verifciare con logistica 
per l'ordine in oggetto prelievi confermati ottobre",46.0,U,1,1,1,0,0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/01/2019,AA, Ughi,,15.MA0333721 SP/03023.1.S.FS1-P112 STX FRANCE H34,1737.0,23,2,W12V46F
5929,7177,2019-01-14,R1,1 persona è arrivata alle ore 8.30 perchè usufruisce di un ,5.0,109886.0,,,,0,0,2019-01-24,0,7200.0,,,26207,7177,2019-01-24 11:59:16,la risorsa usufruisce d un permesso riconosciuto dall'azienda.,,730.0,D,1,1,1,1,0,87.0,2019-01-14,,,Module Assembly,altro / other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/01/2019,SC, Postogna,,15.MA0310068 SP/02658.1.S.FS1-P111 MW 713,1792.0,1,1,W12V46F
5930,7178,2019-01-14,L1,extension shaft arriva il giorno 16/01,5.0,110084.0,,,,0,0,2019-01-22,0,0.0,,,25941,7178,2019-01-22 08:33:03,ritardo del fornitore,"sollecitato fornitore. Extension shaft verrà montato per ultimo
PAAE009651 CA in consegna , in ogni caso 1pcs da fare cc e verificare estensione ( ref Zacchigna OK ricevuto prox impegno 12/2 con sp 5/2 
",770.0,U,1,1,1,1,0,218.0,2019-01-16,,,Module Assembly,Acquisti / Purchasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/01/2019,AL, Gambar,,15.MA0310069 SP/02658.1.S.FS1-P112 MW 713,1799.0,1,1,W12V46F
5931,7179,2019-01-14,L1,Il damper PAAR008488 è stato spedito al service su commessa Meyer Werft,5.0,110089.0,,,,0,0,2019-02-04,0,7200.0,,,26771,7179,2019-02-04 09:00:30,il damper previsto per l'albero di produzione è stato inviato al service per cambio di priorità,"richiesto anticipo al fornitore su commessa successiva. Il damper arriverà il giorno 31/01/2019 stk ok 
cod PAAR008488 fronitore Geislinger in sped 31/! 
",770.0,U,1,1,1,1,0,218.0,2019-01-31,,,Module Assembly,altro / other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/01/2019,AL, Gambar,,15.MA0310069 SP/02658.1.S.FS1-P112 MW 713,1799.0,2,1,W12V46F
5932,7180,2019-01-14,L4,"mancano i tubi paaf 706138, paaf 706134, paaf 671322 e paaf 669985",3.0,108383.0,,,,0,0,2019-01-25,0,0.0,,,26272,7180,2019-01-25 11:56:36,,"paaf 671322 e paaf 669985 a stk / paaf 706138, paaf 706134  da consegnare entro 17-18/1 in verifica Vannacci con Narnew consegnati ",770.0,U,1,1,1,1,0,218.0,,,,,Acquisti / Purchasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/01/2019,HP, Gambar,,15.MA0310068 SP/02658.1.S.FS1-P111 MW 713,1767.0,12,1,W12V46F
5933,7181,2019-01-14,R1,manca una porta carter con valvola codice paae190312,3.0,108369.0,,,,0,0,2019-01-19,0,0.0,,,25842,7181,2019-01-19 09:01:59,Errore ne fase di montaggio,"cod corretto PAAE177342  a stk da prelevare 
SUL 16F PAAE310070 AVANZAVA UNA PORTA. MONTATA SU QUESTO MOTORE",4.0,U,1,1,1,1,0,12.0,,,,,Assembly (HP/MA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/01/2019,HP, TEAM LEADER,,15.MA0310068 SP/02658.1.S.FS1-P111 MW 713,1767.0,9,3,W12V46F
5934,7182,2019-01-14,L2,PARAOLIO CONSEGNATO DANNEGGIATO,3.0,109790.0,,,,0,0,2019-01-15,0,3600.0,,,25638,7182,2019-01-15 09:30:10,,ATTESA NUOVO   ARRIVATO E MONTATO.14-01 SKIR.,78.0,U,1,1,1,1,0,16.0,,,,,Fornitore materiale / supplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/01/2019,HP, Tiberio,,15.MA0310070 SP/02658.1.S.FS1-P121 MW 713,1791.0,3,3,W16V46F
5935,7183,2019-01-14,TR,Perdita olio da blocchetto intercettazione sensore PT,6.0,109505.0,TR,,,0,1,2019-01-14,0,0.0,337.0,,25573,7183,2019-01-14 14:00:48,Ripreso,Non serrato correttamente,717.0,,1,1,1,1,0,160.0,,TR,,Test Run,,1682.0,337.0,2.0,3.0,ENGINE SIDE LOWER,LUBRICATING OIL SYSTEM,Incorrect tightening,Leakage,2,,,,,,,,1,1.0,1.0,OTHER,0.0,,,,,,,,,,,,MAIN ASSEMBLY / AA,0.0,,,,,,,,14/01/2019,TR, Maio,1.0,XAAB281387 SPP/P18011.1.S.FS2-P124 Malicounda - IPP 120 MW - WFI,1787.0,2,21,W18V50DF
5936,7184,2019-01-14,M,Non si può montare air pipe perchè un camion staziona dal primo turno davanti al portone 28,5.0,109893.0,,,,0,0,2019-01-24,0,3600.0,,,26723,7184,2019-02-01 16:13:25,manca lo spazio per inserire l'attrezzo di sollevamento dell'air pipe.,SPOSTARE GLI SCARICHI ALTROVE ,58.0,U,1,1,1,1,0,90.0,2019-01-14,,,Other,Machining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/01/2019,SC, Salierno,,15.MA0310068 SP/02658.1.S.FS1-P111 MW 713,1792.0,2,2,W12V46F
5937,7185,2019-01-14,L1,Chiamata Andon: TEAM LEADER PROVA,3.0,110443.0,AA,,,0,0,2019-01-21,0,0.0,348.0,,25854,7185,2019-01-21 08:42:16,,,,D,1,1,1,1,0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/01/2019,AA, ,,15.MA0310071 SP/02658.1.S.FS1-P122 MW 713,1800.0,5,2,W16V46F
5938,7187,2019-01-14,C1,Chiamata Andon: TEAM LEADER,3.0,110443.0,AA,,,0,1,2019-01-21,0,0.0,348.0,,25855,7187,2019-01-21 08:42:31,,,,D,1,1,1,1,0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/01/2019,AA, ,,15.MA0310071 SP/02658.1.S.FS1-P122 MW 713,1800.0,5,2,W16V46F
5939,7189,2019-01-14,L4,"MANCANTI IN CESTA I GRANI 6X8 PAAC000803
HO CONTROLLATO SUL SAP I MOVIMENTI RISULTANO REGOLARI",3.0,109790.0,,,,0,0,2019-01-16,0,0.0,,,25674,7189,2019-01-16 09:41:20,,AGGIUNTI DENIS,781.0,U,1,1,1,1,0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/01/2019,HP, Tiberio,,15.MA0310070 SP/02658.1.S.FS1-P121 MW 713,1791.0,3,3,W16V46F
5940,7190,2019-01-14,M,DOVUTO MOLLARE TUBONE GAS F.A COMPLETO PER ALLINEARE LE VALVOLE PERSO 2 ORE DI TEMPO,3.0,109057.0,,,,0,0,2019-01-15,0,14400.0,,,25634,7190,2019-01-15 09:23:26,,,4.0,U,1,1,1,1,0,27.0,,,,,Preassembly module (TB/EX/CR/other),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/01/2019,AA, TEAM LEADER,,XAAB338404 SPP/P17029.1.S.FS2-P126 Sumbagut - 2 - WFI,1776.0,13,1,W18V50SG
5941,7191,2019-01-14,M,TOLTO VIA COFANI TURBO VISTO CHE GLI ELETTRICISTI DOVEVANO PASSARE ANCORA LE SONDE PERSO TEMPO,3.0,109042.0,,,,0,0,,0,0.0,,,25635,7191,2019-01-15 09:24:57,,IN FASE DI ANALISI LA SEQUENZA DI MONTAGGIO  DELLE  ATTIVITà DEGLI ELETTRICISTI ,894.0,C,1,0,0,0,0,27.0,,,,,Assembly (HP/MA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/01/2019,AA,Riosa Massimo,,XAAB338404 SPP/P17029.1.S.FS2-P126 Sumbagut - 2 - WFI,1776.0,10,8,W18V50SG
5942,7194,2019-01-15,S4,"MANCA COPERTURA SOFFIETTO TC LATO A.CHIAMATO COLLAUDO
VISIONATO DA VEZZANI
APERTA NOTIFICA AL FORNITORE PER COSTRUZIONE PEZZO, IN ATTESA  DI ARRIVO - 

 - SPECIFICARE CODICE MATERIALE - ",3.0,105849.0,,,,0,0,2019-02-21,0,0.0,,,28180,7194,2019-02-21 07:28:42,,Per il problema delle coperture sono state aperte le QE_2130186 & 2130187 da Mahnich in data 09.01.19 - IN ATTESA DEI PEZZI GIUSTI (VEZZANI) ---,781.0,U,1,1,1,1,0,69.0,,,,,Fornitore materiale / supplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/01/2019,AA, Tiberio,,15.MA0333721 SP/03023.1.S.FS1-P112 STX FRANCE H34,1737.0,24,3,W12V46F
5943,7197,2019-01-15,L2,"TROVATE FILETTATURE SULLE FLAT BAR PAAR070049 DA RIPASSARE 
7 PEZZI

",3.0,109801.0,,,,0,0,2019-01-16,0,14400.0,,,25689,7197,2019-01-16 17:40:29,errore di fornitura,"RIPASSATA FILETTATURA
- QE 2130246 - . Caricate ore come richiesto.",785.0,U,1,1,1,1,0,119.0,,,,Assembly,Fornitore materiale / supplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/01/2019,HP, Turcato,,15.MA0310070 SP/02658.1.S.FS1-P121 MW 713,1791.0,4,5,W16V46F
5944,7199,2019-01-15,R2,LE VITI SUPERIORI DEI FILTRI OLIO SONO CORTE.(COME CHIAMA IL DISEGNO M16*40),3.0,109785.0,,,,0,0,2019-02-21,0,3600.0,,,28181,7199,2019-02-21 07:28:54,,"DA SOSTITUIRLE CON LE M16*45. GIA' FATTA LA NOTIFICA DA ARTES V2 6031464 DD 04-12-2018.   E' UN PROBLEMA VECCHIO:SKIR (2013-2014).  HANNO SOSTITUITO TUTTE LE VITI E SERRATO.
- inserita task al metodista nella V2 ancora aperta  per spesare l'attività di sostituzione delle viti - (Tiberio)",781.0,U,1,1,1,1,0,69.0,,,,,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/01/2019,HP, Tiberio,,15.MA0310070 SP/02658.1.S.FS1-P121 MW 713,1791.0,2,5,W16V46F
5945,7200,2019-01-15,R1,attesa completamento elettricisti,3.0,109058.0,,,,0,0,2019-01-21,0,0.0,,,25850,7200,2019-01-21 08:34:38,,,,D,1,1,1,1,0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/01/2019,AA, ,,XAAB338404 SPP/P17029.1.S.FS2-P126 Sumbagut - 2 - WFI,1776.0,13,2,W18V50SG
5946,7201,2019-01-15,S3,dovuto smontare piastra e rulli per mal lavorazione dell'incastellatura visto con cociani del collaudo,3.0,109062.0,,,,0,0,2019-01-28,0,7200.0,,,26314,7201,2019-01-28 10:48:41,errata lavorazione da parte del fornitore,"smontare grattare incastellatura ripulire sigillante rimontare tutto 
aperta notifica per scaricare ore",16.0,U,1,1,1,1,0,45.0,,,,,Fornitore materiale / supplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/01/2019,AA, Bressan,,XAAB338404 SPP/P17029.1.S.FS2-P126 Sumbagut - 2 - WFI,1776.0,14,1,W18V50SG
